OBJECTID,x,y,Sheltered_Coastline,Geomorphology_Hazard,Elevation_Hazard,Sea_Level_Rise_Hazard,Wave_Hazard,storm_surge_hazard,Erosion_Rate_Hazard,Forest_Present,Marsh_Present,Dune_Present,Oyster_Reef_Present,Underwater_Grass_Present,Hazard_with_Habitats,Hazard_without_Habitats,Hazard_Reduction_by_Habitats,Community_Flood_Risk_Max,Community_Flood_Risk_Nearest,Shoreline_Priority_Area,County,EI_wHAB,EI_woHAB,hab_role,NearRiskD,Latitude,Longitude
113,426298.774493,4380447.23155,Yes,High,Very Low,Low,Very Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,High,n/a,Cecil,1.56491995,1.87012005,0.30519801,505.98364258,39.57063526,-75.85799355
114,427548.774493,4380447.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,High,High,n/a,Cecil,1.61616004,1.87012005,0.253961,74.63404846,39.56872799,-75.84095479
115,427798.774493,4380447.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,High,Moderate,n/a,Cecil,1.46379995,1.69380999,0.230019,114.65187836,39.56926371,-75.83993691
116,405798.774493,4380197.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Low,n/a,Harford,1.45894003,1.69380999,0.234874,972.67230225,39.56607204,-76.09770876
117,406048.774493,4380197.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.61080003,1.87012005,0.25932199,935.63549805,39.56627908,-76.09073845
118,406798.774493,4380197.23155,Yes,Low,Very Low,Low,Very Low,Very Low,Low,Yes,Yes,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.41343999,1.69380999,0.28036901,392.17657471,39.56609676,-76.0834717
119,407048.774493,4380197.23155,Yes,High,Very Low,Low,Very Low,Very Low,Low,Yes,Yes,No,No,Yes - dense,Low,Low,Moderate,Very High,Very High,Tier 2,Cecil,1.56057,1.87012005,0.309553,433.41275024,39.56667718,-76.08327405
120,410798.774493,4380197.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,1.83606994,2.13165998,0.295589,1493.91027832,39.5661738,-76.03737808
121,411048.774493,4380197.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.66297996,1.93069994,0.26772201,1584.56994629,39.56701303,-76.03663803
122,415048.774493,4380197.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,Very High,Low,n/a,Cecil,1.61616004,1.87012005,0.253961,0,39.56651892,-75.98759496
123,417548.774493,4380197.23155,Yes,Low,Very Low,Low,Low,Very High,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Cecil,2.03394008,2.35354996,0.31961,52.26594543,39.56720526,-75.9574128
124,426298.774493,4380197.23155,Yes,Very Low,Very Low,Low,Very Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,High,n/a,Cecil,1.28375995,1.53412998,0.25036499,413.33190918,39.56835333,-75.85700889
125,427048.774493,4380197.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,High,n/a,Cecil,1.41738999,1.69380999,0.276425,113.54366302,39.56690497,-75.84871981
126,427298.774493,4380197.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Low,High,High,n/a,Cecil,1.41869998,1.69380999,0.27511701,96.06673431,39.56676258,-75.84686681
127,428548.774493,4380197.23155,Yes,Very Low,Low,Low,Very Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,High,Low,n/a,Cecil,1.46379995,1.69380999,0.230019,13.64964771,39.56869495,-75.83171384
128,405798.774493,4379947.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Low,n/a,Harford,1.61080003,1.87012005,0.25932199,744.8114624,39.56398201,-76.09693859
129,406048.774493,4379947.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.61080003,1.87012005,0.25932199,891.92059326,39.56493978,-76.09076416
130,406798.774493,4379947.23155,Yes,High,Very Low,Low,Low,Very Low,Very Low,Yes,Yes,No,No,Yes - dense,Low,Low,Moderate,Very High,Very High,Tier 2,Cecil,1.56057,1.87012005,0.309553,348.42617798,39.56407313,-76.08446009
131,410798.774493,4379947.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,1.83606994,2.13165998,0.295589,1332.18383789,39.56467979,-76.03789694
132,411048.774493,4379947.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,Yes,No,No,Yes - dense,Low,Low,Moderate,Very High,Very High,Tier 2,Cecil,1.61111999,1.93069994,0.31957999,1334.5480957,39.56476236,-76.03422713
133,414548.774493,4379947.23155,Yes,High,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,Cecil,1.72941005,2.06478,0.33537099,407.37744141,39.5638016,-75.99401514
134,414798.774493,4379947.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Low,Very High,Low,n/a,Cecil,1.56637001,1.87012005,0.30375299,239.35971069,39.56388657,-75.99203077
135,416798.774493,4379947.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,No,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.32579005,1.53412998,0.208333,240.68473816,39.56218744,-75.96803449
136,417298.774493,4379947.23155,Yes,Moderate,Very Low,Low,Low,Very High,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Cecil,2.15523005,2.49390006,0.33866999,107.27803802,39.56407892,-75.96133588
137,426048.774493,4379947.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Moderate,High,High,Tier 2,Cecil,1.61561,1.93069994,0.31508401,20.30179977,39.56572411,-75.86027038
138,426798.774493,4379947.23155,Yes,Moderate,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Moderate,High,High,Tier 2,Cecil,1.65824997,1.98164999,0.32339799,79.89719391,39.56624595,-75.84943841
139,405798.774493,4379697.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes - dense,Low,Low,Moderate,Very High,Low,Tier 2,Harford,1.56057,1.87012005,0.309553,503.29510498,39.56175702,-76.09671688
140,406298.774493,4379697.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.61080003,1.87012005,0.25932199,749.76245117,39.56245828,-76.08955552
141,406798.774493,4379697.23155,Yes,High,Very Low,Low,Low,Very Low,Moderate,Yes,Yes,No,No,Yes - dense,Low,Moderate,Moderate,Very High,Very High,Tier 2,Cecil,1.82576001,2.18791008,0.36215499,342.05477905,39.5618969,-76.08479717
142,410798.774493,4379697.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,1.83606994,2.13165998,0.295589,1050.7644043,39.56213782,-76.03779274
143,411048.774493,4379697.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,1.83606994,2.13165998,0.295589,1111.18579102,39.56269967,-76.03762689
144,414048.774493,4379697.23155,Yes,Moderate,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,Very High,Very High,n/a,Cecil,1.71254003,1.98164999,0.269106,54.24118805,39.56158853,-75.9994676
145,414298.774493,4379697.23155,Yes,Moderate,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,Very High,Very High,n/a,Cecil,1.71254003,1.98164999,0.269106,243.62322998,39.56259246,-75.99762932
146,416548.774493,4379697.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Very Low,Yes,No,No,No,No,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.55109,1.79481995,0.243736,197.79341125,39.56184412,-75.96933911
147,417048.774493,4379697.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,No,Low,Low,Low,Very High,High,n/a,Cecil,1.32579005,1.53412998,0.208333,234.66731262,39.56187082,-75.96695874
148,426298.774493,4379697.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,High,n/a,Cecil,1.41738999,1.69380999,0.276425,60.93736649,39.56331234,-75.85877155
149,427048.774493,4379697.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,High,n/a,Cecil,1.56491995,1.87012005,0.30519801,47.95024109,39.56411193,-75.84850544
150,406048.774493,4379447.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,Yes,Yes,No,No,Yes - dense,Low,Low,Low,Very High,Low,n/a,Harford,1.41343999,1.69380999,0.28036901,273.04968262,39.55905201,-76.09522805
151,406548.774493,4379447.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.45894003,1.69380999,0.234874,533.80096436,39.56055935,-76.08729155
152,407048.774493,4379447.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Moderate,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.54594004,1.79481995,0.248881,29.19280243,39.55983377,-76.08147599
153,410548.774493,4379447.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,1.83606994,2.13165998,0.295589,826.45526123,39.55970897,-76.0397147
154,411048.774493,4379447.23155,Yes,High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,1.77847004,2.06478,0.28631499,944.62768555,39.56110407,-76.03835464
155,414048.774493,4379447.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,Very High,Very High,n/a,Cecil,1.46379995,1.69380999,0.230019,0,39.56044607,-76.00042415
156,416548.774493,4379447.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,No,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.46379995,1.69380999,0.230019,76.47148895,39.5606988,-75.9694258
157,426048.774493,4379447.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.41738999,1.69380999,0.276425,0,39.56104685,-75.86058206
158,427048.774493,4379447.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Low,High,High,n/a,Cecil,1.41869998,1.69380999,0.27511701,0,39.56189522,-75.84746834
159,406048.774493,4379197.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes - dense,Low,Low,Moderate,Very High,Moderate,Tier 2,Harford,1.56057,1.87012005,0.309553,187.10450745,39.55740684,-76.09345849
160,407048.774493,4379197.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.45894003,1.69380999,0.234874,49.59016037,39.55709359,-76.07999345
161,409048.774493,4379197.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,Yes,No,No,Yes - dense,Low,Low,Moderate,Very High,Low,Tier 2,Cecil,1.61111999,1.93069994,0.31957999,1794.75,39.55724038,-76.05782344
162,410298.774493,4379197.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Moderate,Tier 2,Cecil,1.83606994,2.13165998,0.295589,764.65496826,39.5570966,-76.04326529
163,411048.774493,4379197.23155,Yes,High,Very Low,Low,Very Low,Very Low,Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.81465995,1.87012005,0.0554574,552.24407959,39.55749918,-76.03301406
164,413798.774493,4379197.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes,Low,Low,Low,Very High,Very High,n/a,Cecil,1.61482,1.87012005,0.25529799,0,39.55762906,-76.00251558
165,416298.774493,4379197.23155,Yes,Very Low,Very Low,Low,Moderate,High,Low,Yes,No,No,No,No,Low,Moderate,Low,Very High,Moderate,Tier 2,Cecil,1.8908,2.18791008,0.29711699,57.48756027,39.55821253,-75.97038434
166,425798.774493,4379197.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,High,n/a,Cecil,1.56491995,1.87012005,0.30519801,0,39.55822398,-75.86322183
167,427048.774493,4379197.23155,Yes,Very Low,Very Low,Low,Very Low,Very Low,Low,Yes,No,No,No,Yes,Low,Low,Low,High,Moderate,n/a,Cecil,1.3247,1.53412998,0.20942999,23.94740868,39.55949953,-75.84708925
168,406298.774493,4378947.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Harford,1.64357996,1.69380999,0.0502291,62.55677414,39.55484689,-76.09109075
169,407298.774493,4378947.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.92288005,1.98164999,0.0587645,146.6905365,39.5556283,-76.07885766
170,409298.774493,4378947.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,Yes,No,No,Yes - dense,Low,Low,Moderate,Very High,Moderate,Tier 2,Cecil,1.61111999,1.93069994,0.31957999,1670.39038086,39.55542425,-76.05573824
171,409548.774493,4378947.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.66297996,1.93069994,0.26772201,1431.26428223,39.55588412,-76.05273855
172,410298.774493,4378947.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Moderate,Tier 2,Cecil,1.83606994,2.13165998,0.295589,752.22125244,39.55552474,-76.04448867
173,410798.774493,4378947.23155,Yes,High,Very Low,Low,Low,Very Low,Low,No,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,2.00355005,2.06478,0.0612299,65.10580444,39.55329156,-76.03658462
174,413548.774493,4378947.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,Yes,Low,Low,Low,Very High,Low,n/a,Cecil,1.46257997,1.69380999,0.23123001,0,39.55564648,-76.00594388
175,416548.774493,4378947.23155,Yes,Very Low,Very Low,Low,Moderate,High,Low,Yes,No,No,No,No,Low,Moderate,Low,Very High,Low,Tier 2,Cecil,1.8908,2.18791008,0.29711699,59.68034744,39.55683061,-75.96969858
176,425298.774493,4378947.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.41738999,1.69380999,0.276425,101.51398468,39.55647707,-75.86913694
177,425548.774493,4378947.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,Moderate,n/a,Cecil,1.41738999,1.69380999,0.276425,0,39.55739386,-75.86801999
178,426298.774493,4378947.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.41738999,1.69380999,0.276425,55.21166229,39.55521036,-75.85572976
179,426548.774493,4378947.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.46257997,1.69380999,0.23123001,88.5092392,39.55555369,-75.85480661
180,426798.774493,4378947.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.41738999,1.69380999,0.276425,114.12567902,39.55526377,-75.85209817
181,406298.774493,4378697.23155,Yes,Very High,Very Low,Low,Low,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Harford,1.87344003,1.93069994,0.0572537,78.83194733,39.55288111,-76.0904378
182,407548.774493,4378697.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.92288005,1.98164999,0.0587645,490.28656006,39.55334787,-76.07568527
183,409548.774493,4378697.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.66297996,1.93069994,0.26772201,1425.80822754,39.55298233,-76.05325739
184,409798.774493,4378697.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Moderate,Tier 2,Cecil,1.83606994,2.13165998,0.295589,1082.13244629,39.55406967,-76.04909941
185,410048.774493,4378697.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Moderate,Tier 2,Cecil,1.83606994,2.13165998,0.295589,885.44219971,39.55339383,-76.04691183
186,410798.774493,4378697.23155,Yes,High,Very Low,Low,Low,Very Low,Low,No,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,2.00355005,2.06478,0.0612299,46.09415054,39.5530665,-76.03666091
187,413548.774493,4378697.23155,Yes,Moderate,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,Yes,Low,Low,Low,Very High,Very High,n/a,Cecil,1.54980004,1.79481995,0.245019,0,39.55406976,-76.00541853
188,416548.774493,4378697.23155,Yes,Very Low,Very Low,Low,Moderate,High,Low,Yes,No,No,No,Yes,Low,Moderate,Low,Very High,Low,Tier 2,Cecil,1.88923001,2.18791008,0.29868099,22.51576996,39.55504891,-75.9684999
189,425048.774493,4378697.23155,Yes,Very Low,Very Low,Low,Very Low,Very Low,Low,Yes,No,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.3247,1.53412998,0.20942999,0,39.55434879,-75.87142951
190,426048.774493,4378697.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,High,n/a,Cecil,1.41738999,1.69380999,0.276425,89.52651215,39.55360596,-75.8572067
191,406548.774493,4378447.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Harford,1.64357996,1.69380999,0.0502291,314.35229492,39.55023153,-76.08818848
192,407798.774493,4378447.23155,Yes,Moderate,Very Low,Low,Moderate,Very Low,Low,No,No,No,No,Yes - dense,Moderate,Moderate,Low,Very High,Very High,n/a,Cecil,2.03754997,2.0998199,0.062269,839.0012207,39.55118027,-76.07268081
193,409548.774493,4378447.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.66297996,1.93069994,0.26772201,1403.21728516,39.55077508,-76.05290027
194,409798.774493,4378447.23155,Yes,Very High,Very Low,Low,Very Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.66297996,1.93069994,0.26772201,1297.53173828,39.5496142,-76.05140091
195,411048.774493,4378447.23155,Yes,High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Very High,Tier 2,Cecil,1.77847004,2.06478,0.28631499,56.59616852,39.55196984,-76.03504735
196,411298.774493,4378447.23155,Yes,High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Low,Tier 2,Cecil,1.77847004,2.06478,0.28631499,58.19159317,39.55187776,-76.03276074
197,413548.774493,4378447.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,Yes,Low,Low,Low,Very High,Very High,n/a,Cecil,1.3247,1.53412998,0.20942999,0,39.55114608,-76.00580985
198,416548.774493,4378447.23155,Yes,Very Low,Very Low,Low,Moderate,High,Low,Yes,No,No,No,Yes,Low,Moderate,Low,High,Low,Tier 2,Cecil,1.88923001,2.18791008,0.29868099,4.01119041,39.55261538,-75.96758887
199,425048.774493,4378447.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.46257997,1.69380999,0.23123001,3.385957,39.55238995,-75.87155503
200,426048.774493,4378447.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,Yes,No,No,Yes,Low,Low,Low,High,High,n/a,Cecil,1.41738999,1.69380999,0.276425,197.5955658,39.55223186,-75.85753203
201,406798.774493,4378197.23155,Yes,Very Low,Very Low,Low,Moderate,Very Low,Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Harford,1.74160004,1.79481995,0.0532244,222.13705444,39.54799676,-76.08510758
202,408048.774493,4378197.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.92288005,1.98164999,0.0587645,1170.65600586,39.54942044,-76.06944975
203,408298.774493,4378197.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.74160004,1.79481995,0.0532244,1374.65063477,39.54840115,-76.0674147
204,410048.774493,4378197.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.92288005,1.98164999,0.0587645,1028.36547852,39.5481232,-76.0474231
205,411548.774493,4378197.23155,Yes,High,Very Low,Low,Low,Very Low,Very Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Low,n/a,Cecil,1.61080003,1.87012005,0.25932199,53.91732788,39.54898899,-76.02948609
206,411798.774493,4378197.23155,Yes,Very High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Low,Tier 2,Cecil,1.83606994,2.13165998,0.295589,180.61921692,39.54914167,-76.02654977
207,412048.774493,4378197.23155,Yes,High,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Low,Very High,Low,Tier 2,Cecil,1.77847004,2.06478,0.28631499,408.25558472,39.54847019,-76.02383576
208,413548.774493,4378197.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,Very High,Very High,n/a,Cecil,1.46379995,1.69380999,0.230019,0,39.54923439,-76.00700053
209,416798.774493,4378197.23155,No,Low,Very Low,Low,Low,High,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Moderate,High,Low,Tier 2,Cecil,1.96359003,2.27970004,0.31611699,57.63633728,39.54939295,-75.96746991
210,425048.774493,4378197.23155,Yes,Very Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.46257997,1.69380999,0.23123001,28.03243446,39.55014801,-75.8722088
211,426298.774493,4378197.23155,Yes,Low,Very Low,Low,Low,Very Low,Low,Yes,No,No,No,Yes,Low,Low,Low,High,Low,n/a,Cecil,1.61482,1.87012005,0.25529799,321.80422974,39.55058765,-75.85708008
212,406798.774493,4377947.23155,Yes,Very Low,Very Low,Low,Moderate,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Harford,1.57740998,1.62560999,0.0482066,190.18458557,39.54621678,-76.08500332
213,408548.774493,4377947.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.92288005,1.98164999,0.0587645,1672.96057129,39.54739643,-76.0639318
214,408798.774493,4377947.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Cecil,1.74160004,1.79481995,0.0532244,1879.88085938,39.54697553,-76.06131001
215,409048.774493,4377947.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Moderate,Moderate,n/a,Cecil,1.74160004,1.79481995,0.0532244,1968.08190918,39.54684937,-76.05851131
216,409298.774493,4377947.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.64357996,1.69380999,0.0502291,1775.8972168,39.54693628,-76.05619217
217,409548.774493,4377947.23155,Yes,Low,Very Low,Low,Low,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.64357996,1.69380999,0.0502291,1456.09716797,39.54708765,-76.05228164
218,409798.774493,4377947.23155,Yes,Low,Very Low,Low,Moderate,Very Low,Very Low,No,No,No,No,Yes - dense,Low,Low,Low,Very High,Moderate,n/a,Cecil,1.74160004,1.79481995,0.0532244,1281.98937988,39.54669977,-76.04979554
